dataset,model,strategy,classifier,roc_auc,accuracy,f1,recall,precision
raid,llama2_7b,score,xgboost_calibrated,0.6773195000000001,0.6381,0.6829043499828564,0.7796000000000001,0.6078771437928763
raid,llama2_7b,pawn,logreg,0.787649,0.722,0.7160367722165476,0.701,0.7317327766179541
raid,llama2_7b,pawn,deep_mlp,0.8808140000000001,0.795,0.820490367775832,0.937,0.7297507788161994
raid,llama2_7b,embedding,logreg,0.7409764999999999,0.6835,0.6605898123324396,0.616,0.7121387283236994
raid,llama2_7b,zero_shot,prompt,0.45156088,0.4627,0.605940594059406,0.8262,0.47840185292414594
raid,llama3_1_8b,score,logreg,0.6750008,0.6567000000000001,0.663349787343177,0.6764000000000001,0.650857748682846
raid,llama3_1_8b,score,random_forest,0.6398383,0.5894999999999999,0.5867785472065017,0.5836,0.5903767663578138
raid,llama3_1_8b,score,xgboost,0.6969512,0.6455,0.6664141227162472,0.7081999999999999,0.6295591687719216
raid,llama3_1_8b,score,xgboost_calibrated,0.6955129999999999,0.6466,0.6746681141804988,0.733,0.6252019810803267
raid,llama3_1_8b,pawn,logreg,0.790815,0.7185,0.7035281727224856,0.668,0.743047830923248
raid,llama3_1_8b,pawn,deep_mlp,0.8729250000000001,0.783,0.8104803493449781,0.928,0.7193798449612403
raid,llama3_1_8b,embedding,logreg,0.9257140000000001,0.8525,0.8531607765057242,0.857,0.8493557978196233
raid,llama3_1_8b,zero_shot,prompt,0.5004822200000001,0.5122,0.6486097104163666,0.9004,0.506867822562486
raid,gpt3_proxy,score,logreg,0.685923,0.6599,0.6632466681444753,0.6698000000000001,0.6569096032948694
raid,gpt3_proxy,score,random_forest,0.6362581,0.5785,0.5773975574668623,0.576,0.5789313160504711
raid,gpt3_proxy,score,xgboost,0.7083664,0.6642,0.6899611719672128,0.7474,0.6409962116114343
raid,gpt3_proxy,score,xgboost_calibrated,0.7066129,0.6638,0.6988249959874435,0.78,0.6331013620374794
raid,gpt3_proxy,pawn,logreg,0.7519039999999999,0.683,0.6687565308254964,0.64,0.700218818380744
raid,gpt3_proxy,pawn,deep_mlp,0.886198,0.79,0.818809318377912,0.949,0.720030349013657
raid,gpt3_proxy,embedding,logreg,0.8553685,0.785,0.7883858267716537,0.801,0.7761627906976745
raid,gpt3_proxy,zero_shot,prompt,0.44028116,0.4998,0.664924973204716,0.9926,0.4998992747784045
raid,bert,score,logreg,0.5102753999999999,0.47709999999999997,0.36102954310574753,0.2956,0.46394661291925904
raid,bert,score,random_forest,0.5581132,0.5423000000000001,0.5427370461574418,0.5432,0.5423592740019424
raid,bert,score,xgboost,0.5815376000000001,0.5608000000000001,0.5853270461438168,0.6216,0.5539403093070738
raid,bert,score,xgboost_calibrated,0.581698,0.5592,0.5999383372552913,0.6624,0.5488412313494196
raid,bert,pawn,logreg,0.5403469999999999,0.5315,0.514256091238984,0.496,0.5339074273412271
raid,bert,pawn,deep_mlp,0.6842369999999999,0.628,0.6696269982238011,0.754,0.6022364217252396
raid,bert,embedding,logreg,0.912489,0.8275,0.8316251830161053,0.852,0.8122020972354623
raid,bert,zero_shot,prompt,0.48823021999999994,0.4955,0.12306622631670434,0.0708,0.4701195219123506
raid,roberta,score,logreg,0.6574515999999999,0.5857,0.5297139315806104,0.46699999999999997,0.6121057709978512
raid,roberta,score,random_forest,0.6047418999999999,0.5624,0.5632807087162138,0.5646,0.5621227700892208
raid,roberta,score,xgboost,0.6418862999999999,0.6184000000000001,0.6704002858855972,0.7764,0.5899584261970645
raid,roberta,score,xgboost_calibrated,0.643571,0.6207999999999999,0.6914725451849254,0.85,0.5828578528802566
raid,roberta,pawn,logreg,0.675227,0.6105,0.5571347356452531,0.49,0.6455862977602108
raid,roberta,pawn,deep_mlp,0.7497695,0.681,0.7378800328677075,0.898,0.6262203626220363
raid,roberta,embedding,logreg,0.9252819999999999,0.844,0.8485436893203884,0.874,0.8245283018867925
raid,roberta,zero_shot,prompt,0.47701196,0.5053,0.577937036089071,0.6774,0.5039428656449934
raid,modernbert,score,logreg,0.35654399999999997,0.4763,0.5907229908920033,0.7564,0.4846392786373153
raid,modernbert,score,random_forest,0.6247299,0.5710000000000001,0.5712665536226187,0.5718,0.5708505832107149
raid,modernbert,score,xgboost,0.6952818,0.6460999999999999,0.6386181210612355,0.6256,0.6524881690603472
raid,modernbert,score,xgboost_calibrated,0.6914336999999999,0.644,0.6361029093240751,0.6224000000000001,0.6509903241244744
raid,modernbert,pawn,logreg,0.704925,0.6725,0.652888182299947,0.616,0.6944757609921083
raid,modernbert,pawn,deep_mlp,0.7729499999999999,0.6945,0.7206218564243255,0.788,0.6638584667228307
raid,modernbert,embedding,logreg,0.9031800000000001,0.83,0.8323471400394477,0.844,0.8210116731517509
raid,modernbert,zero_shot,prompt,0.4657128800000001,0.4631,0.5125737630503858,0.5646,0.4693266832917706
