source_file,dataset,model,strategy,time_seconds,vram_peak_gb,cpu_ram_delta_gb,cached
deepfaketextdetect_performance.csv,deepfaketextdetect,llada_8b_base,embedding,4310.246112108231,0.0,0.0002937316894531,False
deepfaketextdetect_performance.csv,deepfaketextdetect,llada_8b_base,zero_shot,4353.654488325119,0.0,-0.0069656372070312,False
deepfaketextdetect_performance.csv,deepfaketextdetect,gpt2,score,395.5537438392639,6.662822723388672,0.0058822631835937,False
deepfaketextdetect_performance.csv,deepfaketextdetect,gpt2,pawn,408.993659734726,7.129065036773682,0.0009002685546875,False
deepfaketextdetect_performance.csv,deepfaketextdetect,gpt2,embedding,392.7377498149872,6.662718296051025,0.0001220703125,False
deepfaketextdetect_performance.csv,deepfaketextdetect,gpt2,zero_shot,385.83516478538513,3.005018711090088,-0.0007171630859375,False
deepfaketextdetect_performance.csv,deepfaketextdetect,llama2_7b,score,1641.646606206894,0.0,0.0144538879394531,False
deepfaketextdetect_performance.csv,deepfaketextdetect,llama2_7b,pawn,1649.5421843528748,0.0,7.2479248046875e-05,False
deepfaketextdetect_performance.csv,deepfaketextdetect,llama2_7b,embedding,1639.8859264850616,0.0,0.0002403259277343,False
deepfaketextdetect_performance.csv,deepfaketextdetect,llama2_7b,zero_shot,1638.3286292552948,0.0,5.340576171875e-05,False
deepfaketextdetect_performance.csv,deepfaketextdetect,llama3_1_8b,score,1754.543199300766,0.0,0.0003089904785156,False
deepfaketextdetect_performance.csv,deepfaketextdetect,llama3_1_8b,pawn,1787.954790353775,0.0,0.0007209777832031,False
deepfaketextdetect_performance.csv,deepfaketextdetect,llama3_1_8b,embedding,1748.188051700592,0.0,-3.814697265625e-06,False
deepfaketextdetect_performance.csv,deepfaketextdetect,llama3_1_8b,zero_shot,1747.6158192157743,0.0,1.1444091796875e-05,False
deepfaketextdetect_performance.csv,deepfaketextdetect,gpt3_proxy,score,702.5188939571381,0.0,0.0012893676757812,False
deepfaketextdetect_performance.csv,deepfaketextdetect,gpt3_proxy,pawn,716.0994596481323,0.0,0.0009689331054687,False
deepfaketextdetect_performance.csv,deepfaketextdetect,gpt3_proxy,embedding,703.4732959270477,0.0,0.0001602172851562,False
deepfaketextdetect_performance.csv,deepfaketextdetect,gpt3_proxy,zero_shot,699.1855127811432,0.0,0.0001792907714843,False
deepfaketextdetect_performance.csv,deepfaketextdetect,bert,score,91.65053129196168,5.661642551422119,0.0022163391113281,False
deepfaketextdetect_performance.csv,deepfaketextdetect,bert,pawn,100.1136622428894,6.20254373550415,0.0,False
deepfaketextdetect_performance.csv,deepfaketextdetect,bert,embedding,93.4161286354065,5.661642551422119,0.0,False
deepfaketextdetect_performance.csv,deepfaketextdetect,bert,zero_shot,82.92137002944946,5.662868499755859,0.0,False
deepfaketextdetect_performance.csv,deepfaketextdetect,roberta,score,96.42555165290833,5.827908992767334,0.0008087158203125,False
deepfaketextdetect_performance.csv,deepfaketextdetect,roberta,pawn,113.89300346374512,6.795924663543701,0.0,False
deepfaketextdetect_performance.csv,deepfaketextdetect,roberta,embedding,94.53126621246338,5.827908992767334,3.814697265625e-06,False
deepfaketextdetect_performance.csv,deepfaketextdetect,roberta,zero_shot,88.04058337211609,5.827700614929199,0.0,False
deepfaketextdetect_performance.csv,deepfaketextdetect,modernbert,score,176.58946990966797,5.99087381362915,0.0072746276855468,False
deepfaketextdetect_performance.csv,deepfaketextdetect,modernbert,pawn,148.58609914779663,6.903734683990479,7.62939453125e-05,False
deepfaketextdetect_performance.csv,deepfaketextdetect,modernbert,embedding,136.26030039787292,5.99087381362915,0.0,False
deepfaketextdetect_performance.csv,deepfaketextdetect,modernbert,zero_shot,125.6924946308136,5.988973140716553,0.0001564025878906,False
m4gt_bench_performance.csv,m4gt_bench,llada_8b_base,score,4701.86577296257,0.0,0.4501800537109375,False
m4gt_bench_performance.csv,m4gt_bench,llada_8b_base,pawn,46766.010426044464,0.0,0.0601463317871093,False
m4gt_bench_performance.csv,m4gt_bench,llada_8b_base,embedding,4488.500181913376,0.0,0.2703208923339844,False
m4gt_bench_performance.csv,m4gt_bench,llada_8b_base,zero_shot,4539.325780391693,0.0,3.814697265625e-06,False
m4gt_bench_performance.csv,m4gt_bench,gpt2,score,401.3960375785828,6.662738800048828,0.005126953125,False
m4gt_bench_performance.csv,m4gt_bench,gpt2,pawn,418.0512068271637,7.130984306335449,0.0019569396972656,False
m4gt_bench_performance.csv,m4gt_bench,gpt2,embedding,399.8181517124176,6.663809299468994,0.0004844665527343,False
m4gt_bench_performance.csv,m4gt_bench,gpt2,zero_shot,389.5863661766052,3.0074572563171387,0.00103759765625,False
m4gt_bench_performance.csv,m4gt_bench,llama2_7b,score,1689.6008698940277,0.0,0.0148582458496093,False
m4gt_bench_performance.csv,m4gt_bench,llama2_7b,pawn,1697.598492860794,0.0,0.0002517700195312,False
m4gt_bench_performance.csv,m4gt_bench,llama2_7b,embedding,1691.148238182068,0.0,0.1526565551757812,False
m4gt_bench_performance.csv,m4gt_bench,llama2_7b,zero_shot,1690.606731891632,0.0,-0.2441444396972656,False
m4gt_bench_performance.csv,m4gt_bench,llama3_1_8b,score,1801.3778064250946,0.0,6.4849853515625e-05,False
m4gt_bench_performance.csv,m4gt_bench,llama3_1_8b,pawn,1844.7035946846008,0.0,0.0002784729003906,False
m4gt_bench_performance.csv,m4gt_bench,llama3_1_8b,embedding,1808.252771139145,0.0,0.1525917053222656,False
m4gt_bench_performance.csv,m4gt_bench,llama3_1_8b,zero_shot,1821.0966305732727,0.0,-0.2441444396972656,False
m4gt_bench_performance.csv,m4gt_bench,gpt3_proxy,score,726.6087398529053,0.0,0.0012741088867187,False
m4gt_bench_performance.csv,m4gt_bench,gpt3_proxy,pawn,743.6459228992462,0.0,0.0001296997070312,False
m4gt_bench_performance.csv,m4gt_bench,gpt3_proxy,embedding,725.052366733551,0.0,0.0953712463378906,False
m4gt_bench_performance.csv,m4gt_bench,gpt3_proxy,zero_shot,720.9308140277863,0.0,7.62939453125e-06,False
m4gt_bench_performance.csv,m4gt_bench,bert,score,93.1098701953888,5.662625789642334,0.0016365051269531,False
m4gt_bench_performance.csv,m4gt_bench,bert,pawn,101.8153522014618,6.2023515701293945,0.0,False
m4gt_bench_performance.csv,m4gt_bench,bert,embedding,92.10101747512816,5.662625789642334,0.0,False
m4gt_bench_performance.csv,m4gt_bench,bert,zero_shot,76.40399885177612,5.662131309509277,0.0,False
m4gt_bench_performance.csv,m4gt_bench,roberta,score,95.05677890777588,5.828591823577881,0.0007133483886718,False
m4gt_bench_performance.csv,m4gt_bench,roberta,pawn,109.81965494155884,6.796206951141357,0.0,False
m4gt_bench_performance.csv,m4gt_bench,roberta,embedding,92.4668288230896,5.828591823577881,0.0,False
m4gt_bench_performance.csv,m4gt_bench,roberta,zero_shot,81.36574625968933,5.827788352966309,0.0,False
m4gt_bench_performance.csv,m4gt_bench,modernbert,score,145.23813605308533,5.991232395172119,0.0153579711914062,False
m4gt_bench_performance.csv,m4gt_bench,modernbert,pawn,154.34671878814697,6.903528690338135,0.001007080078125,False
m4gt_bench_performance.csv,m4gt_bench,modernbert,embedding,135.76113867759705,5.991232395172119,0.00018310546875,False
m4gt_bench_performance.csv,m4gt_bench,modernbert,zero_shot,119.95011568069458,5.989012718200684,0.0,False
mage_performance.csv,mage,llada_8b_base,score,4144.703459739685,0.0,0.5251846313476562,False
mage_performance.csv,mage,llada_8b_base,pawn,36969.72086167336,0.0,0.0133895874023437,False
mage_performance.csv,mage,llada_8b_base,embedding,3617.526258468628,0.0,0.306304931640625,False
mage_performance.csv,mage,llada_8b_base,zero_shot,3695.686306715012,0.0,0.0,False
mage_performance.csv,mage,gpt2,score,336.0570294857025,6.660646915435791,0.0038528442382812,False
mage_performance.csv,mage,gpt2,pawn,347.7227318286896,3.4705810546875,0.00262451171875,False
mage_performance.csv,mage,gpt2,embedding,333.6630344390869,3.0043845176696777,0.0480155944824218,False
mage_performance.csv,mage,gpt2,zero_shot,322.3923363685608,3.00490951538086,-0.0744171142578125,False
mage_performance.csv,mage,llama2_7b,score,1434.3582847118378,0.0,0.0145683288574218,False
mage_performance.csv,mage,llama2_7b,pawn,1440.6196026802063,0.0,0.0004653930664062,False
mage_performance.csv,mage,llama2_7b,embedding,1431.1610848903656,0.0,8.392333984375e-05,False
mage_performance.csv,mage,llama2_7b,zero_shot,1449.1714217662811,0.0,-0.2439651489257812,False
mage_performance.csv,mage,llama3_1_8b,score,1486.2491102218628,0.0,0.0002098083496093,False
mage_performance.csv,mage,llama3_1_8b,pawn,1515.046142578125,0.0,0.0,False
mage_performance.csv,mage,llama3_1_8b,embedding,1481.472680568695,0.0,0.1525917053222656,False
mage_performance.csv,mage,llama3_1_8b,zero_shot,1500.3664889335632,0.0,-0.2441444396972656,False
mage_performance.csv,mage,gpt3_proxy,score,607.1218872070312,0.0,0.0016250610351562,False
mage_performance.csv,mage,gpt3_proxy,pawn,619.0657029151917,0.0,0.0001678466796875,False
mage_performance.csv,mage,gpt3_proxy,embedding,605.1597108840942,0.0,0.0,False
mage_performance.csv,mage,gpt3_proxy,zero_shot,599.95445728302,0.0,0.0,False
mage_performance.csv,mage,bert,score,79.11720108985901,5.661909580230713,0.0007743835449218,False
mage_performance.csv,mage,bert,pawn,85.8860855102539,6.202013969421387,0.0,False
mage_performance.csv,mage,bert,embedding,78.43842911720276,5.661909580230713,0.0,False
mage_performance.csv,mage,bert,zero_shot,60.12228441238403,5.662346363067627,0.0007820129394531,False
mage_performance.csv,mage,roberta,score,80.96486568450928,5.827264308929443,0.000762939453125,False
mage_performance.csv,mage,roberta,pawn,91.90262031555176,6.7958760261535645,0.0001068115234375,False
mage_performance.csv,mage,roberta,embedding,78.6104245185852,5.827264308929443,3.814697265625e-06,False
mage_performance.csv,mage,roberta,zero_shot,63.020105600357056,5.828322410583496,0.0,False
mage_performance.csv,mage,modernbert,score,146.42119908332825,5.990339279174805,0.0164756774902343,False
mage_performance.csv,mage,modernbert,pawn,150.49280261993408,6.903497695922852,0.0005073547363281,False
mage_performance.csv,mage,modernbert,embedding,129.3608043193817,5.990339279174805,0.0001869201660156,False
mage_performance.csv,mage,modernbert,zero_shot,103.80369591712952,5.989126682281494,0.0001220703125,False
raid_performance.csv,raid,llada_8b_base,score,4227.465382575989,0.0,0.0990028381347656,False
raid_performance.csv,raid,llada_8b_base,pawn,42484.15950155258,0.0,-0.1441688537597656,False
raid_performance.csv,raid,llada_8b_base,embedding,4233.351023674011,0.0,0.15020751953125,False
raid_performance.csv,raid,llada_8b_base,zero_shot,4297.926325559616,0.0,-0.0075225830078125,False
raid_performance.csv,raid,gpt2,score,391.2207403182984,6.662623405456543,0.0067825317382812,False
raid_performance.csv,raid,gpt2,pawn,405.1281797885895,3.471668243408203,0.0,False
raid_performance.csv,raid,gpt2,embedding,390.6936445236206,3.0062146186828613,0.0496902465820312,False
raid_performance.csv,raid,gpt2,zero_shot,390.7041757106781,3.006293773651123,-0.0752677917480468,False
raid_performance.csv,raid,llama2_7b,score,1649.9614691734314,0.0,0.0122604370117187,False
raid_performance.csv,raid,llama2_7b,pawn,1660.1050066947937,0.0,0.0001716613769531,False
raid_performance.csv,raid,llama2_7b,embedding,1658.4344294071198,0.0,0.1524429321289062,False
raid_performance.csv,raid,llama2_7b,zero_shot,1657.214229106903,0.0,-0.2441444396972656,False
raid_performance.csv,raid,llama3_1_8b,score,1731.2686185836792,0.0,0.0001296997070312,False
raid_performance.csv,raid,llama3_1_8b,pawn,1765.1086819171906,0.0,0.0001602172851562,False
raid_performance.csv,raid,llama3_1_8b,embedding,1723.9433858394625,0.0,0.1525955200195312,False
raid_performance.csv,raid,llama3_1_8b,zero_shot,1739.2954876422882,0.0,-0.2441520690917968,False
raid_performance.csv,raid,gpt3_proxy,score,696.7856540679932,0.0,0.0014495849609375,False
raid_performance.csv,raid,gpt3_proxy,pawn,709.848046541214,0.0,0.0005645751953125,False
raid_performance.csv,raid,gpt3_proxy,embedding,696.4218518733978,0.0,0.0957412719726562,False
raid_performance.csv,raid,gpt3_proxy,zero_shot,697.770539522171,0.0,0.0,False
raid_performance.csv,raid,bert,score,79.57697987556458,5.662314414978027,0.0019378662109375,False
raid_performance.csv,raid,bert,pawn,87.20113205909729,6.202879428863525,0.0022773742675781,False
raid_performance.csv,raid,bert,embedding,78.40370965003967,5.662314414978027,0.0,False
raid_performance.csv,raid,bert,zero_shot,71.00778388977051,5.662952423095703,0.0,False
raid_performance.csv,raid,roberta,score,91.13374304771423,5.82789945602417,0.0008087158203125,False
raid_performance.csv,raid,roberta,pawn,106.74221634864809,6.796378612518311,0.0007438659667968,False
raid_performance.csv,raid,roberta,embedding,90.86103177070618,5.82789945602417,0.0014419555664062,False
raid_performance.csv,raid,roberta,zero_shot,86.00248908996582,5.827609062194824,0.0,False
raid_performance.csv,raid,modernbert,score,157.62902879714966,5.990408420562744,0.0082969665527343,False
raid_performance.csv,raid,modernbert,pawn,169.72636938095093,1.878284931182861,0.0,False
raid_performance.csv,raid,modernbert,embedding,156.90794444084167,0.9667706489562988,0.0007286071777343,False
raid_performance.csv,raid,modernbert,zero_shot,163.21008467674255,0.9640045166015624,6.103515625e-05,False
