source_file,dataset,model,strategy,classifier,roc_auc,accuracy,f1,recall,precision
beemo.csv,beemo,llama2_7b,pawn,logreg,0.774056194685642,0.704,0.6956521739130435,0.6773455377574371,0.714975845410628
beemo.csv,beemo,llama2_7b,pawn,deep_mlp,0.8004816985883412,0.7371428571428571,0.7594142259414225,0.8306636155606407,0.6994219653179191
beemo.csv,beemo,llama2_7b,embedding,logreg,0.6672674837779379,0.6445714285714286,0.7029608404966571,0.8421052631578947,0.6032786885245902
beemo.csv,beemo,llama2_7b,zero_shot,prompt,0.4545210307656185,0.4878829446730681,0.6474661630468996,0.9405578417924096,0.4936405087592992
beemo.csv,beemo,llama3_1_8b,score,logreg,0.7067450714167169,0.6456316443282119,0.6366282494181466,0.6213744605707241,0.6528255208876745
beemo.csv,beemo,llama3_1_8b,score,random_forest,0.6083732541065322,0.5507535796011768,0.5498281694069966,0.5496212239950681,0.5503836481612
beemo.csv,beemo,llama3_1_8b,score,xgboost,0.6780489630258908,0.6309975809087937,0.6564276646440049,0.7050771658150737,0.6143808618621934
beemo.csv,beemo,llama3_1_8b,score,xgboost_calibrated,0.6769445534574918,0.6314576005230468,0.6777040801124369,0.775040489848803,0.6023578982177359
beemo.csv,beemo,llama3_1_8b,pawn,logreg,0.7397208029006406,0.6822857142857143,0.6811926605504588,0.6796338672768879,0.6827586206896552
beemo.csv,beemo,llama3_1_8b,pawn,deep_mlp,0.773241173212961,0.704,0.7005780346820809,0.6933638443935927,0.7079439252336449
beemo.csv,beemo,llama3_1_8b,embedding,logreg,0.8323354544789608,0.7428571428571429,0.7422680412371135,0.7414187643020596,0.7431192660550459
beemo.csv,beemo,llama3_1_8b,zero_shot,prompt,0.4461057556509357,0.4673068129858253,0.5842255531763026,0.7485139460448103,0.479075212174422
beemo.csv,beemo,gpt3_proxy,score,logreg,0.6952760508046789,0.633286956521739,0.6196131381406673,0.59761136014545,0.6436086944683532
beemo.csv,beemo,gpt3_proxy,score,random_forest,0.609010086769444,0.5573761359921543,0.5589179890126885,0.5610263001159839,0.5569736168745096
beemo.csv,beemo,gpt3_proxy,score,xgboost,0.6691366568352878,0.6325967963386727,0.6636382054771508,0.7265216346405023,0.6114408716154426
beemo.csv,beemo,gpt3_proxy,score,xgboost_calibrated,0.6709193292052398,0.64128774109186,0.6915057537895741,0.8042788627315758,0.6065924899668316
beemo.csv,beemo,gpt3_proxy,pawn,logreg,0.7416016216837508,0.6902857142857143,0.6859791425260718,0.6773455377574371,0.6948356807511737
beemo.csv,beemo,gpt3_proxy,pawn,deep_mlp,0.7587745420728712,0.6834285714285714,0.6834285714285715,0.6842105263157895,0.682648401826484
beemo.csv,beemo,gpt3_proxy,embedding,logreg,0.7364136965403383,0.6685714285714286,0.6674311926605504,0.665903890160183,0.6689655172413793
beemo.csv,beemo,gpt3_proxy,zero_shot,prompt,0.4158702471205646,0.4949702789208962,0.6566143323488263,0.9657064471879286,0.4974093264248704
beemo.csv,beemo,bert,score,logreg,0.6676125085782767,0.6113383458646615,0.5351250109780255,0.4476463642728023,0.6664103359998007
beemo.csv,beemo,bert,score,random_forest,0.6006266359279763,0.5669923504413207,0.5674169433119012,0.5679100968621673,0.5669562863979503
beemo.csv,beemo,bert,score,xgboost,0.6547313698933803,0.6143123896698268,0.6173120551910654,0.6227673113695495,0.6126333182446865
beemo.csv,beemo,bert,score,xgboost_calibrated,0.6564732780387914,0.6127129127165741,0.6129750387991566,0.6150152032851635,0.6126608252996852
beemo.csv,beemo,bert,pawn,logreg,0.6474248456161249,0.6011428571428571,0.5277401894451962,0.4462242562929062,0.6456953642384106
beemo.csv,beemo,bert,pawn,deep_mlp,0.6470957023290806,0.6,0.6085011185682326,0.6224256292906178,0.5951859956236324
beemo.csv,beemo,bert,embedding,logreg,0.7463193421313856,0.688,0.6829268292682927,0.6727688787185355,0.6933962264150944
beemo.csv,beemo,bert,zero_shot,prompt,0.4728731254582666,0.4794238683127572,0.1532168092227593,0.0941929583904892,0.4103585657370518
beemo.csv,beemo,roberta,score,logreg,0.4975202076236476,0.5098314481856816,0.3852813616913577,0.308631913315152,0.5155447956198155
beemo.csv,beemo,roberta,score,random_forest,0.5242364051484509,0.5160065380843413,0.5185225565464844,0.5212542971484697,0.5162257456859783
beemo.csv,beemo,roberta,score,xgboost,0.5232719140554286,0.5201221314154953,0.5253072847186491,0.530868415828135,0.5200056008192876
beemo.csv,beemo,roberta,score,xgboost_calibrated,0.5198736814751378,0.518293559986924,0.5238769935399052,0.534494216482242,0.5182161910600362
beemo.csv,beemo,roberta,pawn,logreg,0.5594129755598047,0.5725714285714286,0.5026595744680851,0.4324942791762013,0.6
beemo.csv,beemo,roberta,pawn,deep_mlp,0.6054303417865688,0.5485714285714286,0.3492586490939044,0.2425629290617849,0.6235294117647059
beemo.csv,beemo,roberta,embedding,logreg,0.8049434187016081,0.7394285714285714,0.7488986784140969,0.7780320366132724,0.721868365180467
beemo.csv,beemo,roberta,zero_shot,prompt,0.5255844225626385,0.5178326474622771,0.6046860356138707,0.7375400091449474,0.5123888182973316
beemo.csv,beemo,modernbert,score,logreg,0.5288770959526745,0.5265239620791109,0.4519516840372627,0.3904799222594903,0.5370618935847534
beemo.csv,beemo,modernbert,score,random_forest,0.5227540241715102,0.5171407649558679,0.5224062301467789,0.5285570985235573,0.5165982514459244
beemo.csv,beemo,modernbert,score,xgboost,0.5087540959993723,0.5091433801896045,0.5208474768214487,0.5335976928622927,0.5089948382206673
beemo.csv,beemo,modernbert,score,xgboost_calibrated,0.5091734485295385,0.5077724746649231,0.5199834673643167,0.5651024523787134,0.5081060191594798
beemo.csv,beemo,modernbert,pawn,logreg,0.5902270566230944,0.5542857142857143,0.508816120906801,0.4622425629290618,0.5658263305322129
beemo.csv,beemo,modernbert,pawn,deep_mlp,0.6195155846734168,0.5405714285714286,0.2743682310469313,0.1739130434782608,0.6495726495726496
beemo.csv,beemo,modernbert,embedding,logreg,0.7901894402474322,0.7177142857142857,0.7221597300337459,0.7345537757437071,0.7101769911504425
beemo.csv,beemo,modernbert,zero_shot,prompt,0.5568926957293682,0.5541838134430727,0.6070133010882709,0.6886145404663924,0.5427027027027027
deepfaketextdetect.csv,deepfaketextdetect,llada_8b_base,score,logreg,0.5418672000000001,0.5362,0.5464296593424269,0.5588,0.5346377112763526
deepfaketextdetect.csv,deepfaketextdetect,llada_8b_base,score,random_forest,0.5363735999999999,0.5205,0.517932883158233,0.5151999999999999,0.520747852516395
deepfaketextdetect.csv,deepfaketextdetect,llada_8b_base,score,xgboost,0.5862984,0.5576000000000001,0.5824980695493048,0.6178,0.551539129530751
deepfaketextdetect.csv,deepfaketextdetect,llada_8b_base,score,xgboost_calibrated,0.5882696000000001,0.5614000000000001,0.6224206354901491,0.7237999999999999,0.5463193518351622
deepfaketextdetect.csv,deepfaketextdetect,llada_8b_base,pawn,logreg,0.8655390000000001,0.7855,0.7843137254901962,0.78,0.788675429726997
deepfaketextdetect.csv,deepfaketextdetect,llada_8b_base,pawn,deep_mlp,0.8821950000000001,0.795,0.7864583333333334,0.755,0.8206521739130435
deepfaketextdetect.csv,deepfaketextdetect,llada_8b_base,embedding,logreg,0.996404,0.979,0.9788732394366196,0.973,0.9848178137651822
deepfaketextdetect.csv,deepfaketextdetect,llada_8b_base,zero_shot,prompt,0.4348010799999999,0.4789,0.6210457421278452,0.854,0.4879442349445778
deepfaketextdetect.csv,deepfaketextdetect,gpt2,score,logreg,0.9099547999999998,0.8689,0.8661183584880024,0.8482,0.8848441443156435
deepfaketextdetect.csv,deepfaketextdetect,gpt2,score,random_forest,0.8783061999999999,0.7954,0.7948929505600051,0.7928000000000001,0.7970763623239888
deepfaketextdetect.csv,deepfaketextdetect,gpt2,score,xgboost,0.9097672999999998,0.8682000000000001,0.8679281704838763,0.8662000000000001,0.8697837127010422
deepfaketextdetect.csv,deepfaketextdetect,gpt2,score,xgboost_calibrated,0.9093949,0.8689,0.868582494621197,0.8666,0.8706982494918314
deepfaketextdetect.csv,deepfaketextdetect,gpt2,pawn,logreg,0.960488,0.9195,0.919940328194928,0.925,0.9149357072205736
deepfaketextdetect.csv,deepfaketextdetect,gpt2,pawn,deep_mlp,0.979628,0.933,0.9363722697056028,0.986,0.891500904159132
deepfaketextdetect.csv,deepfaketextdetect,gpt2,embedding,logreg,0.897276,0.8245,0.8259791769955379,0.833,0.8190757128810227
deepfaketextdetect.csv,deepfaketextdetect,gpt2,zero_shot,prompt,0.53393526,0.501,0.6668002136752138,0.9986,0.5005012028869287
deepfaketextdetect.csv,deepfaketextdetect,llama2_7b,score,logreg,0.7316134,0.7026,0.6923179908023179,0.6692,0.7171077469493847
deepfaketextdetect.csv,deepfaketextdetect,llama2_7b,score,random_forest,0.6750515,0.6058,0.6026232154545907,0.5978,0.6075720492658132
deepfaketextdetect.csv,deepfaketextdetect,llama2_7b,score,xgboost,0.7423349,0.7013999999999999,0.6755215185900614,0.6216000000000002,0.7398354803092888
deepfaketextdetect.csv,deepfaketextdetect,llama2_7b,score,xgboost_calibrated,0.7420378999999999,0.7051999999999999,0.6723959605819255,0.605,0.7568107216745877
deepfaketextdetect.csv,deepfaketextdetect,llama2_7b,pawn,logreg,0.885618,0.8285,0.8249106687085247,0.808,0.8425443169968717
deepfaketextdetect.csv,deepfaketextdetect,llama2_7b,pawn,deep_mlp,0.923416,0.8155,0.8338586222422332,0.926,0.7583947583947583
deepfaketextdetect.csv,deepfaketextdetect,llama2_7b,embedding,logreg,0.8576005000000001,0.737,0.682367149758454,0.565,0.8612804878048781
deepfaketextdetect.csv,deepfaketextdetect,llama2_7b,zero_shot,prompt,0.47727654,0.507,0.6619119462350843,0.9652,0.5036526821122939
deepfaketextdetect.csv,deepfaketextdetect,llama3_1_8b,score,logreg,0.7526774999999999,0.7151000000000001,0.707077586907712,0.6878,0.7274961048215792
deepfaketextdetect.csv,deepfaketextdetect,llama3_1_8b,score,random_forest,0.691578,0.6197999999999999,0.6202818302378328,0.6212,0.619437840311365
deepfaketextdetect.csv,deepfaketextdetect,llama3_1_8b,score,xgboost,0.7652642000000001,0.7116,0.6921709853487847,0.6487999999999999,0.742234874860594
deepfaketextdetect.csv,deepfaketextdetect,llama3_1_8b,score,xgboost_calibrated,0.7634979000000001,0.713,0.6830944857282211,0.619,0.762635117155385
deepfaketextdetect.csv,deepfaketextdetect,llama3_1_8b,pawn,logreg,0.901004,0.8305,0.8290468986384266,0.822,0.8362156663275687
deepfaketextdetect.csv,deepfaketextdetect,llama3_1_8b,pawn,deep_mlp,0.955971,0.8595,0.8737078651685394,0.972,0.793469387755102
deepfaketextdetect.csv,deepfaketextdetect,llama3_1_8b,embedding,logreg,0.979997,0.9205,0.919493670886076,0.908,0.9312820512820512
deepfaketextdetect.csv,deepfaketextdetect,llama3_1_8b,zero_shot,prompt,0.34245398,0.4629,0.618564022441588,0.871,0.4795727342803656
deepfaketextdetect.csv,deepfaketextdetect,gpt3_proxy,score,logreg,0.9008662,0.8465,0.84186158436277,0.8172,0.8681291994593134
deepfaketextdetect.csv,deepfaketextdetect,gpt3_proxy,score,random_forest,0.8550787,0.7634999999999998,0.76329033210231,0.7628,0.764147849524155
deepfaketextdetect.csv,deepfaketextdetect,gpt3_proxy,score,xgboost,0.8975183000000001,0.8463,0.8445751113366586,0.8352,0.8543745955640354
deepfaketextdetect.csv,deepfaketextdetect,gpt3_proxy,score,xgboost_calibrated,0.8987962999999999,0.8472,0.8455302062913077,0.8363999999999999,0.8550373441083238
deepfaketextdetect.csv,deepfaketextdetect,gpt3_proxy,pawn,logreg,0.954277,0.9,0.9,0.9,0.9
deepfaketextdetect.csv,deepfaketextdetect,gpt3_proxy,pawn,deep_mlp,0.981653,0.913,0.9188432835820896,0.985,0.861013986013986
deepfaketextdetect.csv,deepfaketextdetect,gpt3_proxy,embedding,logreg,0.9123869999999998,0.8415,0.8406234288587229,0.836,0.8452982810920121
deepfaketextdetect.csv,deepfaketextdetect,gpt3_proxy,zero_shot,prompt,0.38329676,0.4865,0.6512733446519524,0.959,0.4930591259640103
deepfaketextdetect.csv,deepfaketextdetect,bert,score,logreg,0.6425626,0.5062,0.3321054800353423,0.2458,0.512766824329912
deepfaketextdetect.csv,deepfaketextdetect,bert,score,random_forest,0.6232045000000002,0.5697,0.5694722289045311,0.5692,0.5699983140408893
deepfaketextdetect.csv,deepfaketextdetect,bert,score,xgboost,0.6967067000000001,0.6382,0.6590013505461474,0.7,0.6234853721163145
deepfaketextdetect.csv,deepfaketextdetect,bert,score,xgboost_calibrated,0.6974699,0.6428,0.6729329657807986,0.735,0.6211250857950217
deepfaketextdetect.csv,deepfaketextdetect,bert,pawn,logreg,0.7498100000000001,0.69,0.6804123711340208,0.66,0.7021276595744681
deepfaketextdetect.csv,deepfaketextdetect,bert,pawn,deep_mlp,0.823443,0.691,0.7446280991735538,0.901,0.6345070422535212
deepfaketextdetect.csv,deepfaketextdetect,bert,embedding,logreg,0.957286,0.8845,0.8838612368024134,0.879,0.8887765419615774
deepfaketextdetect.csv,deepfaketextdetect,bert,zero_shot,prompt,0.49313328,0.4717,0.1380323054331864,0.0846,0.3746678476527901
deepfaketextdetect.csv,deepfaketextdetect,roberta,score,logreg,0.8965419999999998,0.8168,0.7979365795614314,0.724,0.8889575163819536
deepfaketextdetect.csv,deepfaketextdetect,roberta,score,random_forest,0.8455229,0.75,0.750433707667588,0.752,0.7491192022675074
deepfaketextdetect.csv,deepfaketextdetect,roberta,score,xgboost,0.8919730000000001,0.8279,0.8240377119571036,0.806,0.8429765985267712
deepfaketextdetect.csv,deepfaketextdetect,roberta,score,xgboost_calibrated,0.8921306000000001,0.8301000000000001,0.8250419443404485,0.8013999999999999,0.8502848288355942
deepfaketextdetect.csv,deepfaketextdetect,roberta,pawn,logreg,0.916764,0.8495,0.841328413284133,0.798,0.8896321070234113
deepfaketextdetect.csv,deepfaketextdetect,roberta,pawn,deep_mlp,0.93128,0.866,0.866,0.866,0.866
deepfaketextdetect.csv,deepfaketextdetect,roberta,embedding,logreg,0.976375,0.928,0.9275653923541248,0.922,0.9331983805668016
deepfaketextdetect.csv,deepfaketextdetect,roberta,zero_shot,prompt,0.5525203999999999,0.5279,0.5362930949808468,0.546,0.5269253039953677
deepfaketextdetect.csv,deepfaketextdetect,modernbert,score,logreg,0.8395809999999999,0.7657,0.7480864834657355,0.6958,0.8088990856638377
deepfaketextdetect.csv,deepfaketextdetect,modernbert,score,random_forest,0.77268,0.6823,0.6801247137183944,0.6758000000000001,0.684704903496141
deepfaketextdetect.csv,deepfaketextdetect,modernbert,score,xgboost,0.8403088999999999,0.768,0.7599094573657272,0.7342,0.7876193268161377
deepfaketextdetect.csv,deepfaketextdetect,modernbert,score,xgboost_calibrated,0.8404495000000001,0.7686,0.7579714037229743,0.7247999999999999,0.7945222137397338
deepfaketextdetect.csv,deepfaketextdetect,modernbert,pawn,logreg,0.8534909999999999,0.7795,0.7751147373788884,0.76,0.7908428720083247
deepfaketextdetect.csv,deepfaketextdetect,modernbert,pawn,deep_mlp,0.865381,0.7865,0.777023498694517,0.744,0.8131147540983606
deepfaketextdetect.csv,deepfaketextdetect,modernbert,embedding,logreg,0.967596,0.914,0.9129554655870448,0.902,0.9241803278688524
deepfaketextdetect.csv,deepfaketextdetect,modernbert,zero_shot,prompt,0.5098836,0.5236,0.5329411764705883,0.5436,0.5226923076923077
m4gt_bench.csv,m4gt_bench,llada_8b_base,score,logreg,0.7464723999999998,0.6768,0.6869541796299882,0.7096,0.6659273956225025
m4gt_bench.csv,m4gt_bench,llada_8b_base,score,random_forest,0.6792709,0.6112,0.6091155513833778,0.6059999999999999,0.6123477840736358
m4gt_bench.csv,m4gt_bench,llada_8b_base,score,xgboost,0.7365667,0.6759000000000001,0.7104226501609341,0.7958000000000001,0.6420125632983013
m4gt_bench.csv,m4gt_bench,llada_8b_base,score,xgboost_calibrated,0.7347896,0.6765000000000001,0.7200445588423424,0.8328000000000001,0.6344810918030278
m4gt_bench.csv,m4gt_bench,llada_8b_base,pawn,logreg,0.779369,0.72,0.7125256673511294,0.694,0.7320675105485233
m4gt_bench.csv,m4gt_bench,llada_8b_base,pawn,deep_mlp,0.7957450000000001,0.7255,0.7333657115104419,0.755,0.7129367327667611
m4gt_bench.csv,m4gt_bench,llada_8b_base,embedding,logreg,0.989392,0.9495,0.9499256321269212,0.958,0.9419862340216324
m4gt_bench.csv,m4gt_bench,llada_8b_base,zero_shot,prompt,0.27663908,0.4356,0.5950057405281286,0.8292,0.4639659803043867
m4gt_bench.csv,m4gt_bench,gpt2,score,logreg,0.8670114999999999,0.8029,0.803673773350838,0.807,0.8005100896603123
m4gt_bench.csv,m4gt_bench,gpt2,score,random_forest,0.8184199,0.72,0.7200852089661651,0.7205999999999999,0.719811674376005
m4gt_bench.csv,m4gt_bench,gpt2,score,xgboost,0.8668559,0.8058,0.816727925946686,0.8654,0.77366874349638
m4gt_bench.csv,m4gt_bench,gpt2,score,xgboost_calibrated,0.8665234999999999,0.8061,0.8172853485379843,0.8672000000000001,0.7730298291879789
m4gt_bench.csv,m4gt_bench,gpt2,pawn,logreg,0.916729,0.8785,0.8820960698689957,0.909,0.8567389255419415
m4gt_bench.csv,m4gt_bench,gpt2,pawn,deep_mlp,0.934896,0.8835,0.8902496467263307,0.945,0.8414959928762245
m4gt_bench.csv,m4gt_bench,gpt2,embedding,logreg,0.9252015,0.8645,0.8655086848635235,0.872,0.8591133004926108
m4gt_bench.csv,m4gt_bench,gpt2,zero_shot,prompt,0.48498784,0.4996,0.6663110162710055,0.9992,0.4997999199679871
m4gt_bench.csv,m4gt_bench,llama2_7b,score,logreg,0.799123,0.7354,0.7373415664436036,0.743,0.7318959129153509
m4gt_bench.csv,m4gt_bench,llama2_7b,score,random_forest,0.725019,0.6397,0.639740686578539,0.6397999999999999,0.6397467696803816
m4gt_bench.csv,m4gt_bench,llama2_7b,score,xgboost,0.7945873999999999,0.7349,0.7479191747951975,0.7866000000000001,0.7129378169966716
m4gt_bench.csv,m4gt_bench,llama2_7b,score,xgboost_calibrated,0.7941292,0.736,0.7502778727684964,0.7932,0.7118618678380562
m4gt_bench.csv,m4gt_bench,llama2_7b,pawn,logreg,0.8886399999999999,0.8195,0.8213755566551211,0.83,0.8129285014691479
m4gt_bench.csv,m4gt_bench,llama2_7b,pawn,deep_mlp,0.925115,0.856,0.8657968313140727,0.929,0.8106457242582897
m4gt_bench.csv,m4gt_bench,llama2_7b,embedding,logreg,0.8463455,0.766,0.751592356687898,0.708,0.8009049773755657
m4gt_bench.csv,m4gt_bench,llama2_7b,zero_shot,prompt,0.50485472,0.4623,0.6105034407823252,0.8428,0.4785917092561045
m4gt_bench.csv,m4gt_bench,llama3_1_8b,score,logreg,0.8077764000000001,0.7426000000000001,0.7472160188061203,0.7609999999999999,0.7339884462141463
m4gt_bench.csv,m4gt_bench,llama3_1_8b,score,random_forest,0.7318547,0.6514,0.6498508870896981,0.6472,0.6527945320621649
m4gt_bench.csv,m4gt_bench,llama3_1_8b,score,xgboost,0.8029018000000001,0.7364,0.7533480897632453,0.8052000000000001,0.707793978455649
m4gt_bench.csv,m4gt_bench,llama3_1_8b,score,xgboost_calibrated,0.8016947999999999,0.7399,0.7624720540568094,0.835,0.701582189834553
m4gt_bench.csv,m4gt_bench,llama3_1_8b,pawn,logreg,0.8965850000000001,0.843,0.8457760314341848,0.861,0.831081081081081
m4gt_bench.csv,m4gt_bench,llama3_1_8b,pawn,deep_mlp,0.919652,0.86,0.8706099815157117,0.942,0.8092783505154639
m4gt_bench.csv,m4gt_bench,llama3_1_8b,embedding,logreg,0.975456,0.927,0.9270729270729272,0.928,0.9261477045908184
m4gt_bench.csv,m4gt_bench,llama3_1_8b,zero_shot,prompt,0.55653128,0.5202,0.6651312116136237,0.953,0.510827615780446
m4gt_bench.csv,m4gt_bench,gpt3_proxy,score,logreg,0.8645153999999998,0.7996000000000001,0.8001633740197128,0.8026,0.7978148408935486
m4gt_bench.csv,m4gt_bench,gpt3_proxy,score,random_forest,0.8018306,0.7094,0.7087056600474397,0.707,0.7104674892149966
m4gt_bench.csv,m4gt_bench,gpt3_proxy,score,xgboost,0.8607260999999999,0.8,0.8059526535043826,0.8308,0.7826432827949399
m4gt_bench.csv,m4gt_bench,gpt3_proxy,score,xgboost_calibrated,0.8597799,0.7986000000000001,0.8031147716570961,0.8218,0.7853775377152392
m4gt_bench.csv,m4gt_bench,gpt3_proxy,pawn,logreg,0.920745,0.8845,0.8878096163186013,0.914,0.8630783758262511
m4gt_bench.csv,m4gt_bench,gpt3_proxy,pawn,deep_mlp,0.932896,0.892,0.8985915492957746,0.957,0.8469026548672567
m4gt_bench.csv,m4gt_bench,gpt3_proxy,embedding,logreg,0.9363625,0.8755,0.8769154720711814,0.887,0.8670576735092864
m4gt_bench.csv,m4gt_bench,gpt3_proxy,zero_shot,prompt,0.42108832,0.4971,0.663274188148644,0.9906,0.4985405133366885
m4gt_bench.csv,m4gt_bench,bert,score,logreg,0.5486042,0.5143,0.3886980343441212,0.3087999999999999,0.5248928311579875
m4gt_bench.csv,m4gt_bench,bert,score,random_forest,0.5163513000000001,0.5061,0.5079263636450884,0.5098,0.506194467177534
m4gt_bench.csv,m4gt_bench,bert,score,xgboost,0.5488597000000001,0.5306,0.5544538916747892,0.5852,0.5276304156792733
m4gt_bench.csv,m4gt_bench,bert,score,xgboost_calibrated,0.5579613,0.5377000000000001,0.5726466530103581,0.6204,0.5328023496090707
m4gt_bench.csv,m4gt_bench,bert,pawn,logreg,0.6110869999999999,0.568,0.5364806866952789,0.5,0.5787037037037037
m4gt_bench.csv,m4gt_bench,bert,pawn,deep_mlp,0.654304,0.6115,0.6753029669870456,0.808,0.5800430725053841
m4gt_bench.csv,m4gt_bench,bert,embedding,logreg,0.955779,0.8885,0.8879959819186337,0.884,0.8920282542885973
m4gt_bench.csv,m4gt_bench,bert,zero_shot,prompt,0.52383088,0.5132,0.2597323600973236,0.1708,0.5418781725888325
m4gt_bench.csv,m4gt_bench,roberta,score,logreg,0.751853,0.6737,0.6457503795004055,0.595,0.7061209358347903
m4gt_bench.csv,m4gt_bench,roberta,score,random_forest,0.683036,0.6081,0.6064055447855476,0.604,0.6088944170917767
m4gt_bench.csv,m4gt_bench,roberta,score,xgboost,0.7498331,0.6959,0.7233374411624164,0.7952,0.6635393359853865
m4gt_bench.csv,m4gt_bench,roberta,score,xgboost_calibrated,0.7469941,0.6934,0.7286755426790803,0.8236000000000001,0.6534725930813622
m4gt_bench.csv,m4gt_bench,roberta,pawn,logreg,0.8063429999999999,0.734,0.7246376811594202,0.7,0.7510729613733905
m4gt_bench.csv,m4gt_bench,roberta,pawn,deep_mlp,0.8145660000000001,0.7555,0.774133949191686,0.838,0.7193133047210301
m4gt_bench.csv,m4gt_bench,roberta,embedding,logreg,0.97267,0.9135,0.9135432283858068,0.914,0.913086913086913
m4gt_bench.csv,m4gt_bench,roberta,zero_shot,prompt,0.41485626,0.431,0.4119470855725506,0.3986,0.4262189905902481
m4gt_bench.csv,m4gt_bench,modernbert,score,logreg,0.7733926,0.6967,0.6722065860304641,0.622,0.7313848613109494
m4gt_bench.csv,m4gt_bench,modernbert,score,random_forest,0.6880141,0.6115,0.6130064518774379,0.6154,0.6107055216492896
m4gt_bench.csv,m4gt_bench,modernbert,score,xgboost,0.7666468,0.7008999999999999,0.7061700059186801,0.719,0.6940132270588718
m4gt_bench.csv,m4gt_bench,modernbert,score,xgboost_calibrated,0.7649213,0.6972,0.7048606646221862,0.7229999999999999,0.6879740885204788
m4gt_bench.csv,m4gt_bench,modernbert,pawn,logreg,0.8664510000000001,0.77,0.7606659729448492,0.731,0.7928416485900217
m4gt_bench.csv,m4gt_bench,modernbert,pawn,deep_mlp,0.86561,0.7825,0.7893462469733655,0.815,0.7652582159624414
m4gt_bench.csv,m4gt_bench,modernbert,embedding,logreg,0.959979,0.8995,0.899248120300752,0.897,0.9015075376884422
m4gt_bench.csv,m4gt_bench,modernbert,zero_shot,prompt,0.48174752,0.4949,0.3955965059231782,0.3306,0.4924039320822163
mage.csv,mage,llada_8b_base,score,logreg,0.5317959,0.5071999999999999,0.5084083174632518,0.5096,0.5072762792821752
mage.csv,mage,llada_8b_base,score,random_forest,0.5906659999999999,0.55,0.5455527590997071,0.5402,0.5511374766799093
mage.csv,mage,llada_8b_base,score,xgboost,0.6567822999999999,0.6284000000000001,0.6627175002713561,0.7302,0.6067540524516198
mage.csv,mage,llada_8b_base,score,xgboost_calibrated,0.6529216999999999,0.6289,0.6756748986765488,0.7734000000000001,0.600296721202613
mage.csv,mage,llada_8b_base,pawn,logreg,0.586114,0.558,0.5571142284569138,0.556,0.5582329317269076
mage.csv,mage,llada_8b_base,pawn,deep_mlp,0.656464,0.6035,0.6374028349336991,0.697,0.5871946082561078
