dataset,model,strategy,classifier,roc_auc,accuracy,f1,recall,precision
deepfaketextdetect,roberta,score,xgboost_calibrated,0.8921306000000001,0.8301000000000001,0.8250419443404485,0.8013999999999999,0.8502848288355942
deepfaketextdetect,roberta,pawn,logreg,0.9167639999999999,0.8495,0.841328413284133,0.798,0.8896321070234113
deepfaketextdetect,roberta,pawn,deep_mlp,0.93128,0.866,0.866,0.866,0.866
deepfaketextdetect,roberta,embedding,logreg,0.976375,0.928,0.9275653923541247,0.922,0.9331983805668016
deepfaketextdetect,roberta,zero_shot,prompt,0.5525203999999999,0.5279,0.5362930949808468,0.546,0.5269253039953677
deepfaketextdetect,modernbert,score,logreg,0.8395809999999999,0.7657,0.7480864834657355,0.6958,0.8088990856638377
deepfaketextdetect,modernbert,score,random_forest,0.77268,0.6823,0.6801247137183944,0.6758000000000001,0.684704903496141
deepfaketextdetect,modernbert,score,xgboost,0.8403088999999999,0.768,0.7599094573657272,0.7342,0.7876193268161377
deepfaketextdetect,modernbert,score,xgboost_calibrated,0.8404495000000001,0.7686,0.7579714037229743,0.7247999999999999,0.7945222137397338
deepfaketextdetect,modernbert,pawn,logreg,0.8534909999999999,0.7795,0.7751147373788884,0.76,0.7908428720083247
deepfaketextdetect,modernbert,pawn,deep_mlp,0.865381,0.7865,0.777023498694517,0.744,0.8131147540983606
deepfaketextdetect,modernbert,embedding,logreg,0.9675959999999999,0.914,0.9129554655870447,0.902,0.9241803278688525
deepfaketextdetect,modernbert,zero_shot,prompt,0.5098836,0.5236,0.5329411764705883,0.5436,0.5226923076923077
