dataset,model,strategy,classifier,roc_auc,accuracy,f1,recall,precision
m4gt_bench,gpt3_proxy,score,xgboost_calibrated,0.8597799,0.7986000000000001,0.8031147716570961,0.8218,0.7853775377152392
m4gt_bench,gpt3_proxy,pawn,logreg,0.920745,0.8845,0.8878096163186013,0.914,0.8630783758262511
m4gt_bench,gpt3_proxy,pawn,deep_mlp,0.9328960000000001,0.892,0.8985915492957746,0.957,0.8469026548672567
m4gt_bench,gpt3_proxy,embedding,logreg,0.9363625000000001,0.8755,0.8769154720711814,0.887,0.8670576735092864
m4gt_bench,gpt3_proxy,zero_shot,prompt,0.42108832,0.4971,0.663274188148644,0.9906,0.4985405133366885
m4gt_bench,bert,score,logreg,0.5486042,0.5143,0.3886980343441212,0.30879999999999996,0.5248928311579875
m4gt_bench,bert,score,random_forest,0.5163513000000001,0.5061,0.5079263636450884,0.5098,0.506194467177534
m4gt_bench,bert,score,xgboost,0.5488597000000001,0.5306,0.5544538916747892,0.5852,0.5276304156792733
m4gt_bench,bert,score,xgboost_calibrated,0.5579613,0.5377000000000001,0.5726466530103581,0.6204,0.5328023496090707
m4gt_bench,bert,pawn,logreg,0.6110869999999999,0.568,0.5364806866952789,0.5,0.5787037037037037
m4gt_bench,bert,pawn,deep_mlp,0.654304,0.6115,0.6753029669870456,0.808,0.5800430725053841
m4gt_bench,bert,embedding,logreg,0.9557789999999999,0.8885,0.8879959819186337,0.884,0.8920282542885973
m4gt_bench,bert,zero_shot,prompt,0.52383088,0.5132,0.25973236009732364,0.1708,0.5418781725888325
m4gt_bench,roberta,score,logreg,0.751853,0.6737,0.6457503795004055,0.595,0.7061209358347903
m4gt_bench,roberta,score,random_forest,0.683036,0.6081,0.6064055447855476,0.604,0.6088944170917767
m4gt_bench,roberta,score,xgboost,0.7498331,0.6959,0.7233374411624164,0.7952,0.6635393359853865
m4gt_bench,roberta,score,xgboost_calibrated,0.7469941,0.6934,0.7286755426790803,0.8236000000000001,0.6534725930813622
m4gt_bench,roberta,pawn,logreg,0.8063429999999999,0.734,0.7246376811594202,0.7,0.7510729613733905
m4gt_bench,roberta,pawn,deep_mlp,0.8145660000000001,0.7555,0.774133949191686,0.838,0.7193133047210301
m4gt_bench,roberta,embedding,logreg,0.9726699999999999,0.9135,0.9135432283858069,0.914,0.913086913086913
m4gt_bench,roberta,zero_shot,prompt,0.41485626,0.431,0.41194708557255066,0.3986,0.4262189905902481
m4gt_bench,modernbert,score,logreg,0.7733926,0.6967,0.6722065860304641,0.622,0.7313848613109494
m4gt_bench,modernbert,score,random_forest,0.6880141,0.6115,0.6130064518774379,0.6154,0.6107055216492896
m4gt_bench,modernbert,score,xgboost,0.7666468,0.7008999999999999,0.7061700059186801,0.719,0.6940132270588718
m4gt_bench,modernbert,score,xgboost_calibrated,0.7649213,0.6972,0.7048606646221862,0.7229999999999999,0.6879740885204788
m4gt_bench,modernbert,pawn,logreg,0.8664510000000001,0.77,0.7606659729448492,0.731,0.7928416485900217
m4gt_bench,modernbert,pawn,deep_mlp,0.86561,0.7825,0.7893462469733655,0.815,0.7652582159624414
m4gt_bench,modernbert,embedding,logreg,0.9599789999999999,0.8995,0.899248120300752,0.897,0.9015075376884422
m4gt_bench,modernbert,zero_shot,prompt,0.48174752,0.4949,0.39559650592317824,0.3306,0.4924039320822163
