dataset,model,strategy,classifier,roc_auc,accuracy,f1,recall,precision
beemo,llama3_1_8b,score,random_forest,0.6083732541065322,0.5507535796011768,0.5498281694069966,0.5496212239950681,0.5503836481612
beemo,llama3_1_8b,score,xgboost,0.6780489630258908,0.6309975809087937,0.6564276646440049,0.7050771658150737,0.6143808618621934
beemo,llama3_1_8b,score,xgboost_calibrated,0.6769445534574918,0.6314576005230468,0.6777040801124369,0.775040489848803,0.6023578982177359
beemo,llama3_1_8b,pawn,logreg,0.7397208029006406,0.6822857142857143,0.6811926605504588,0.6796338672768879,0.6827586206896552
beemo,llama3_1_8b,pawn,deep_mlp,0.773241173212961,0.704,0.7005780346820809,0.6933638443935927,0.7079439252336449
beemo,llama3_1_8b,embedding,logreg,0.8323354544789608,0.7428571428571429,0.7422680412371135,0.7414187643020596,0.7431192660550459
beemo,llama3_1_8b,zero_shot,prompt,0.4461057556509357,0.4673068129858253,0.5842255531763026,0.7485139460448103,0.479075212174422
beemo,gpt3_proxy,score,logreg,0.6952760508046789,0.633286956521739,0.6196131381406673,0.59761136014545,0.6436086944683532
beemo,gpt3_proxy,score,random_forest,0.609010086769444,0.5573761359921543,0.5589179890126885,0.5610263001159839,0.5569736168745096
beemo,gpt3_proxy,score,xgboost,0.6691366568352878,0.6325967963386727,0.6636382054771508,0.7265216346405023,0.6114408716154426
beemo,gpt3_proxy,score,xgboost_calibrated,0.6709193292052398,0.64128774109186,0.6915057537895741,0.8042788627315758,0.6065924899668316
beemo,gpt3_proxy,pawn,logreg,0.7416016216837508,0.6902857142857143,0.6859791425260718,0.6773455377574371,0.6948356807511737
beemo,gpt3_proxy,pawn,deep_mlp,0.7587745420728712,0.6834285714285714,0.6834285714285715,0.6842105263157895,0.682648401826484
beemo,gpt3_proxy,embedding,logreg,0.7364136965403383,0.6685714285714286,0.6674311926605504,0.665903890160183,0.6689655172413793
beemo,gpt3_proxy,zero_shot,prompt,0.41587024712056464,0.4949702789208962,0.6566143323488263,0.9657064471879286,0.49740932642487046
beemo,bert,score,logreg,0.6676125085782767,0.6113383458646615,0.5351250109780255,0.44764636427280236,0.6664103359998007
beemo,bert,score,random_forest,0.6006266359279763,0.5669923504413207,0.5674169433119012,0.5679100968621673,0.5669562863979503
beemo,bert,score,xgboost,0.6547313698933803,0.6143123896698268,0.6173120551910654,0.6227673113695495,0.6126333182446865
beemo,bert,score,xgboost_calibrated,0.6564732780387914,0.6127129127165741,0.6129750387991566,0.6150152032851635,0.6126608252996852
beemo,bert,pawn,logreg,0.6474248456161249,0.6011428571428571,0.5277401894451962,0.4462242562929062,0.6456953642384106
beemo,bert,pawn,deep_mlp,0.6470957023290806,0.6,0.6085011185682326,0.6224256292906178,0.5951859956236324
beemo,bert,embedding,logreg,0.7463193421313856,0.688,0.6829268292682927,0.6727688787185355,0.6933962264150944
beemo,bert,zero_shot,prompt,0.47287312545826665,0.4794238683127572,0.15321680922275938,0.09419295839048926,0.4103585657370518
beemo,roberta,score,logreg,0.4975202076236476,0.5098314481856816,0.38528136169135774,0.30863191331515205,0.5155447956198155
beemo,roberta,score,random_forest,0.5242364051484509,0.5160065380843413,0.5185225565464844,0.5212542971484697,0.5162257456859783
beemo,roberta,score,xgboost,0.5232719140554286,0.5201221314154953,0.5253072847186491,0.530868415828135,0.5200056008192876
beemo,roberta,score,xgboost_calibrated,0.5198736814751378,0.518293559986924,0.5238769935399052,0.534494216482242,0.5182161910600362
beemo,roberta,pawn,logreg,0.5594129755598047,0.5725714285714286,0.5026595744680851,0.43249427917620137,0.6
beemo,roberta,pawn,deep_mlp,0.6054303417865688,0.5485714285714286,0.34925864909390447,0.2425629290617849,0.6235294117647059
beemo,roberta,embedding,logreg,0.8049434187016081,0.7394285714285714,0.7488986784140969,0.7780320366132724,0.721868365180467
beemo,roberta,zero_shot,prompt,0.5255844225626385,0.5178326474622771,0.6046860356138707,0.7375400091449474,0.5123888182973316
beemo,modernbert,score,logreg,0.5288770959526745,0.5265239620791109,0.45195168403726277,0.3904799222594903,0.5370618935847534
beemo,modernbert,score,random_forest,0.5227540241715102,0.5171407649558679,0.5224062301467789,0.5285570985235573,0.5165982514459244
beemo,modernbert,score,xgboost,0.5087540959993723,0.5091433801896045,0.5208474768214487,0.5335976928622927,0.5089948382206673
beemo,modernbert,score,xgboost_calibrated,0.5091734485295385,0.5077724746649231,0.5199834673643167,0.5651024523787134,0.5081060191594798
beemo,modernbert,pawn,logreg,0.5902270566230944,0.5542857142857143,0.508816120906801,0.4622425629290618,0.5658263305322129
beemo,modernbert,pawn,deep_mlp,0.6195155846734168,0.5405714285714286,0.27436823104693137,0.17391304347826086,0.6495726495726496
beemo,modernbert,embedding,logreg,0.7901894402474322,0.7177142857142857,0.7221597300337459,0.7345537757437071,0.7101769911504425
beemo,modernbert,zero_shot,prompt,0.5568926957293682,0.5541838134430727,0.6070133010882709,0.6886145404663924,0.5427027027027027
